Time Scale; Number of Packets; Total data (b); 
868.000000; 2980; 2230083; 
869.000000; 1869; 1388667; 
870.000000; 2730; 2038506; 
871.000000; 2317; 1734897; 
872.000000; 2090; 1583506; 
873.000000; 2947; 2211839; 
874.000000; 2595; 1946287; 
875.000000; 2450; 1838557; 
876.000000; 2555; 1906135; 
877.000000; 2895; 2171706; 
878.000000; 2496; 1872775; 
879.000000; 2027; 1517476; 
880.000000; 2800; 2102373; 
881.000000; 2061; 1531850; 
882.000000; 2993; 2245560; 
883.000000; 2436; 1826062; 
884.000000; 2684; 2009387; 
885.000000; 2444; 1830305; 
886.000000; 2358; 1783034; 
887.000000; 2513; 1883208; 
888.000000; 1963; 1480302; 
889.000000; 2218; 1658853; 
890.000000; 2400; 1798793; 
891.000000; 2480; 1860002; 
892.000000; 2508; 1878292; 
893.000000; 2410; 1813948; 
894.000000; 2149; 1619061; 
895.000000; 2334; 1753984; 
896.000000; 1853; 1391781; 
897.000000; 2411; 1802609; 
898.000000; 1828; 1365574; 
899.000000; 2462; 1859949; 
900.000000; 2056; 1540033; 
901.000000; 2061; 1538844; 
902.000000; 2054; 1525528; 
903.000000; 2876; 2148218; 
904.000000; 2913; 2161087; 
905.000000; 2740; 2053116; 
906.000000; 2334; 1738604; 
907.000000; 2553; 1915758; 
908.000000; 1864; 1398167; 
909.000000; 2559; 1901381; 
910.000000; 1822; 1363067; 
911.000000; 1982; 1476318; 
912.000000; 2940; 2204261; 
913.000000; 2090; 1566729; 
914.000000; 2451; 1820926; 
915.000000; 1918; 1433648; 
916.000000; 1884; 1418642; 
917.000000; 2177; 1633322; 
918.000000; 2475; 1855594; 
919.000000; 2438; 1828410; 
920.000000; 2208; 1651064; 
921.000000; 2736; 2051314; 
922.000000; 2692; 2009377; 
923.000000; 2670; 2007444; 
924.000000; 2298; 1711813; 
925.000000; 1961; 1472143; 
926.000000; 1871; 1395565; 
927.000000; 2820; 2109383; 
928.000000; 2955; 2214625; 
929.000000; 2227; 1671878; 
930.000000; 2517; 1883820; 
931.000000; 2879; 2155038; 
932.000000; 2602; 1952905; 
933.000000; 2196; 1638640; 
934.000000; 1831; 1363828; 
935.000000; 2834; 2117392; 
936.000000; 2239; 1659824; 
937.000000; 2165; 1631027; 
938.000000; 2169; 1621070; 
939.000000; 2129; 1605803; 
940.000000; 2627; 1952782; 
941.000000; 1831; 1365183; 
942.000000; 2421; 1809793; 
943.000000; 1844; 1384039; 
944.000000; 2124; 1582004; 
945.000000; 2605; 1962493; 
946.000000; 2551; 1915142; 
947.000000; 2928; 2198240; 
948.000000; 2582; 1929245; 
949.000000; 2076; 1542839; 
950.000000; 1979; 1471724; 
951.000000; 2613; 1973825; 
952.000000; 1870; 1397176; 
953.000000; 2892; 2149612; 
954.000000; 2199; 1656233; 
955.000000; 2727; 2046423; 
956.000000; 2612; 1955402; 
957.000000; 1900; 1419362; 
958.000000; 1965; 1478130; 
959.000000; 2521; 1907888; 
960.000000; 2566; 1922316; 
961.000000; 2877; 2141908; 
962.000000; 1826; 1370130; 
963.000000; 2778; 2081629; 
964.000000; 1992; 1487220; 
965.000000; 2154; 1617071; 
966.000000; 2602; 1944276; 
967.000000; 1895; 1419880; 
968.000000; 2866; 2144610; 
969.000000; 2243; 1684830; 
970.000000; 2156; 1612262; 
971.000000; 2285; 1716497; 
972.000000; 1945; 1457195; 
973.000000; 2233; 1667424; 
974.000000; 2755; 2061110; 
975.000000; 2269; 1702059; 
976.000000; 2388; 1790408; 
977.000000; 2134; 1604615; 
978.000000; 2564; 1912802; 
979.000000; 2522; 1875762; 
980.000000; 2896; 2148736; 
981.000000; 2856; 2134373; 
982.000000; 2841; 2123490; 
983.000000; 2237; 1671788; 
984.000000; 1885; 1417457; 
985.000000; 2867; 2129411; 
986.000000; 2801; 2103238; 
987.000000; 2741; 2055153; 
988.000000; 2105; 1587073; 
989.000000; 2836; 2120502; 
990.000000; 2460; 1856933; 
991.000000; 1888; 1416278; 
992.000000; 2816; 2115786; 
993.000000; 2373; 1786373; 
994.000000; 1847; 1379805; 
995.000000; 2515; 1886295; 
996.000000; 2181; 1636306; 
997.000000; 2554; 1901869; 
998.000000; 2219; 1663891; 
999.000000; 2903; 2176580; 
1000.000000; 2150; 1608055; 
1001.000000; 1911; 1449725; 
1002.000000; 1996; 1496707; 
1003.000000; 2210; 1660189; 
1004.000000; 2359; 1774355; 
1005.000000; 2858; 2141757; 
1006.000000; 2105; 1561594; 
1007.000000; 1953; 1472059; 
1008.000000; 2613; 1969036; 
1009.000000; 2573; 1923548; 
1010.000000; 2151; 1618992; 
1011.000000; 2198; 1652682; 
1012.000000; 1972; 1484505; 
1013.000000; 2579; 1931496; 
1014.000000; 2391; 1804693; 
1015.000000; 2078; 1550852; 
1016.000000; 1858; 1393706; 
1017.000000; 1941; 1466441; 
1018.000000; 1832; 1373781; 
1019.000000; 2506; 1881221; 
1020.000000; 1821; 1366185; 
1021.000000; 2839; 2121852; 
1022.000000; 2511; 1870923; 
1023.000000; 1942; 1455706; 
1024.000000; 2584; 1932712; 
1025.000000; 2472; 1854490; 
1026.000000; 2250; 1695875; 
1027.000000; 1900; 1436079; 
1028.000000; 2887; 2147592; 
1029.000000; 2843; 2140441; 
1030.000000; 2771; 2071619; 
1031.000000; 2818; 2113051; 
1032.000000; 2901; 2182586; 
1033.000000; 2593; 1938014; 
1034.000000; 2228; 1677888; 
1035.000000; 2439; 1842064; 
1036.000000; 2046; 1536853; 
1037.000000; 2993; 2254933; 
1038.000000; 2006; 1510263; 
1039.000000; 2862; 2145004; 
1040.000000; 2589; 1936217; 
1041.000000; 2504; 1868284; 
1042.000000; 2438; 1817634; 
1043.000000; 1884; 1421609; 
1044.000000; 1856; 1381831; 
1045.000000; 2754; 2057149; 
1046.000000; 2528; 1895497; 
1047.000000; 2374; 1775919; 
1048.000000; 2428; 1829028; 
1049.000000; 2277; 1714532; 
1050.000000; 2877; 2150652; 
1051.000000; 2191; 1636629; 
1052.000000; 2706; 2026342; 
1053.000000; 1937; 1459349; 
1054.000000; 2952; 2192084; 
1055.000000; 2662; 1992984; 
1056.000000; 2143; 1615467; 
1057.000000; 1967; 1468826; 
1058.000000; 2671; 1997847; 
1059.000000; 1979; 1494370; 
1060.000000; 2613; 1949134; 
1061.000000; 2665; 1998750; 
1062.000000; 2698; 2022377; 
1063.000000; 2721; 2044633; 
1064.000000; 2235; 1688005; 
1065.000000; 2182; 1626483; 
1066.000000; 2165; 1615780; 
1067.000000; 2395; 1781654; 
1068.000000; 2593; 1942937; 
1069.000000; 1993; 1482977; 
1070.000000; 2741; 2057413; 
1071.000000; 2385; 1791763; 
1072.000000; 1929; 1441463; 
1073.000000; 2410; 1801788; 
1074.000000; 2522; 1892392; 
1075.000000; 2865; 2143497; 
1076.000000; 2876; 2161201; 
1077.000000; 2407; 1816748; 
1078.000000; 2071; 1549375; 
1079.000000; 2422; 1804434; 
1080.000000; 2586; 1954094; 
1081.000000; 2011; 1508397; 
1082.000000; 1993; 1485592; 
1083.000000; 2258; 1705977; 
1084.000000; 2630; 1979203; 
1085.000000; 2552; 1906628; 
1086.000000; 2263; 1688637; 
1087.000000; 1840; 1379004; 
1088.000000; 1892; 1418605; 
1089.000000; 1916; 1435231; 
1090.000000; 1921; 1441369; 
1091.000000; 2958; 2219795; 
1092.000000; 2249; 1694643; 
1093.000000; 2416; 1808687; 
1094.000000; 2877; 2156996; 
1095.000000; 2844; 2124968; 
1096.000000; 2740; 2049589; 
1097.000000; 2850; 2135809; 
1098.000000; 2613; 1955897; 
1099.000000; 2821; 2127388; 
1100.000000; 2398; 1797045; 
1101.000000; 2312; 1731618; 
1102.000000; 2089; 1571891; 
1103.000000; 1838; 1379837; 
1104.000000; 2300; 1728062; 
1105.000000; 2493; 1871137; 
1106.000000; 2887; 2167320; 
1107.000000; 2195; 1640919; 
1108.000000; 2381; 1778971; 
1109.000000; 2236; 1670654; 
1110.000000; 1831; 1362652; 
1111.000000; 2094; 1554198; 
1112.000000; 2352; 1758462; 
1113.000000; 1952; 1466849; 
1114.000000; 2802; 2091732; 
1115.000000; 2569; 1921037; 
1116.000000; 2282; 1702160; 
1117.000000; 2546; 1903521; 
1118.000000; 2848; 2141927; 
1119.000000; 2195; 1666293; 
1120.000000; 1824; 1364379; 
1121.000000; 2484; 1856082; 
1122.000000; 2984; 2242463; 
1123.000000; 2875; 2157071; 
1124.000000; 2549; 1919677; 
1125.000000; 2518; 1879412; 
1126.000000; 2914; 2197801; 
1127.000000; 2169; 1620188; 
1128.000000; 2464; 1834056; 
1129.000000; 1854; 1395886; 
1130.000000; 1868; 1389775; 
1131.000000; 2856; 2135565; 
1132.000000; 1996; 1491883; 
1133.000000; 2350; 1776200; 
1134.000000; 2854; 2142295; 
1135.000000; 2743; 2051287; 
1136.000000; 1854; 1389072; 
1137.000000; 2255; 1687879; 
1138.000000; 2120; 1592956; 
1139.000000; 2279; 1706955; 
1140.000000; 2804; 2101993; 
1141.000000; 2080; 1563962; 
1142.000000; 2617; 1973839; 
1143.000000; 2612; 1948333; 
1144.000000; 2720; 2040805; 
1145.000000; 2924; 2206104; 
1146.000000; 2442; 1827451; 
1147.000000; 2923; 2203087; 
1148.000000; 2748; 2066941; 
1149.000000; 2910; 2192829; 
1150.000000; 2989; 2228382; 
1151.000000; 2301; 1736897; 
1152.000000; 2093; 1568547; 
1153.000000; 2364; 1786442; 
1154.000000; 2310; 1732844; 
1155.000000; 1857; 1385049; 
1156.000000; 2159; 1618327; 
1157.000000; 2137; 1604716; 
1158.000000; 1977; 1482887; 
1159.000000; 2794; 2108369; 
1160.000000; 2388; 1793151; 
1161.000000; 2907; 2170200; 
1162.000000; 2106; 1580813; 
1163.000000; 2559; 1923437; 
1164.000000; 2759; 2066108; 
1165.000000; 2107; 1582076; 
1166.000000; 2592; 1951521; 
1167.000000; 2154; 1607190; 
1168.000000; 1924; 1445270; 
1169.000000; 1859; 1403586; 
1170.000000; 2048; 1530792; 
1171.000000; 1981; 1480348; 
1172.000000; 2219; 1661617; 
1173.000000; 1923; 1438431; 
1174.000000; 2318; 1732528; 
1175.000000; 2396; 1792370; 
1176.000000; 2242; 1679876; 
1177.000000; 2286; 1708664; 
1178.000000; 2123; 1592667; 
1179.000000; 1950; 1464945; 
1180.000000; 2317; 1742406; 
1181.000000; 2256; 1691228; 
1182.000000; 2519; 1877757; 
1183.000000; 1938; 1458604; 
1184.000000; 2179; 1628406; 
1185.000000; 2731; 2039318; 
1186.000000; 2581; 1920392; 
1187.000000; 2773; 2080728; 
1188.000000; 2640; 1971322; 
1189.000000; 2123; 1597181; 
1190.000000; 2566; 1923208; 
1191.000000; 2889; 2152697; 
1192.000000; 2609; 1965521; 
1193.000000; 2849; 2128704; 
1194.000000; 2088; 1567023; 
1195.000000; 2554; 1914596; 
1196.000000; 2227; 1669984; 
1197.000000; 1900; 1425916; 
1198.000000; 2289; 1713397; 
1199.000000; 1850; 1381101; 
1200.000000; 1957; 1478662; 
1201.000000; 2327; 1744322; 
1202.000000; 1821; 1364414; 
1203.000000; 2674; 2009023; 
1204.000000; 2157; 1606606; 
1205.000000; 2572; 1929015; 
1206.000000; 2807; 2106870; 
1207.000000; 2008; 1509655; 
1208.000000; 2660; 1978567; 
1209.000000; 2050; 1525875; 
1210.000000; 2883; 2160297; 
1211.000000; 2553; 1918754; 
1212.000000; 2344; 1761361; 
1213.000000; 2490; 1874049; 
1214.000000; 2273; 1705293; 
1215.000000; 2948; 2224061; 
1216.000000; 2406; 1800661; 
1217.000000; 2073; 1546680; 
1218.000000; 2555; 1928110; 
1219.000000; 2964; 2209278; 
1220.000000; 2420; 1814748; 
1221.000000; 2343; 1767168; 
1222.000000; 1916; 1433939; 
1223.000000; 2274; 1706258; 
1224.000000; 1889; 1408512; 
1225.000000; 2176; 1628848; 
1226.000000; 2229; 1667216; 
1227.000000; 2097; 1571947; 
1228.000000; 2479; 1855069; 
1229.000000; 2072; 1552432; 
1230.000000; 1860; 1390832; 
1231.000000; 2796; 2108268; 
1232.000000; 2825; 2117319; 
1233.000000; 2405; 1805382; 
1234.000000; 2370; 1769794; 
1235.000000; 1911; 1434097; 
1236.000000; 2230; 1672051; 
1237.000000; 2184; 1656270; 
1238.000000; 2985; 2238758; 
1239.000000; 2516; 1879193; 
1240.000000; 1812; 1364497; 
1241.000000; 2100; 1571558; 
1242.000000; 1845; 1375739; 
1243.000000; 2029; 1519652; 
1244.000000; 2709; 2023345; 
1245.000000; 2769; 2071679; 
1246.000000; 2141; 1602953; 
1247.000000; 2331; 1758470; 
1248.000000; 2902; 2173759; 
1249.000000; 1891; 1424159; 
1250.000000; 2573; 1929468; 
1251.000000; 2276; 1705677; 
1252.000000; 2125; 1595189; 
1253.000000; 2765; 2071040; 
1254.000000; 1897; 1422444; 
1255.000000; 2842; 2129495; 
1256.000000; 2522; 1882540; 
1257.000000; 2854; 2139168; 
1258.000000; 2822; 2117215; 
1259.000000; 2481; 1870725; 
1260.000000; 2184; 1635828; 
1261.000000; 2384; 1778571; 
1262.000000; 2989; 2233320; 
1263.000000; 2070; 1539116; 
1264.000000; 2395; 1795204; 
1265.000000; 1900; 1420355; 
1266.000000; 2274; 1702126; 
1267.000000; 2846; 2135499; 
1268.000000; 2221; 1663860; 
1269.000000; 2665; 1994161; 
1270.000000; 1844; 1381634; 
1271.000000; 2373; 1779018; 
1272.000000; 2285; 1709796; 
1273.000000; 1851; 1377901; 
1274.000000; 2559; 1921764; 
1275.000000; 2825; 2119443; 
1276.000000; 2633; 1974379; 
1277.000000; 2113; 1584022; 
1278.000000; 2970; 2226177; 
1279.000000; 2529; 1876420; 
1280.000000; 2928; 2195114; 
1281.000000; 1955; 1461068; 
1282.000000; 2928; 2187984; 
1283.000000; 2625; 1963586; 
1284.000000; 2225; 1681347; 
1285.000000; 2440; 1826856; 
1286.000000; 2390; 1780070; 
1287.000000; 2820; 2116515; 
1288.000000; 2541; 1910958; 
1289.000000; 2257; 1678824; 
1290.000000; 2678; 2021395; 
1291.000000; 2111; 1584887; 
1292.000000; 2722; 2023057; 
1293.000000; 2033; 1515862; 
1294.000000; 2127; 1595387; 
1295.000000; 2084; 1556309; 
1296.000000; 2887; 2164283; 
1297.000000; 2480; 1846855; 
1298.000000; 2917; 2182953; 
1299.000000; 2272; 1711226; 
1300.000000; 2825; 2117778; 
1301.000000; 2332; 1744242; 
1302.000000; 2210; 1652562; 
1303.000000; 1906; 1416936; 
1304.000000; 2487; 1865096; 
1305.000000; 2731; 2029857; 
1306.000000; 2912; 2182888; 
1307.000000; 1931; 1435906; 
1308.000000; 1884; 1405164; 
1309.000000; 2672; 1999746; 
1310.000000; 2411; 1803427; 
1311.000000; 2608; 1957049; 
1312.000000; 1837; 1364450; 
1313.000000; 1836; 1359746; 
1314.000000; 1811; 1353011; 
1315.000000; 2001; 1487447; 
1316.000000; 2898; 2179411; 
1317.000000; 2172; 1632913; 
1318.000000; 2250; 1688802; 
1319.000000; 1974; 1479227; 
1320.000000; 2506; 1871186; 
1321.000000; 2192; 1624051; 
1322.000000; 2241; 1671167; 
1323.000000; 2592; 1938266; 
1324.000000; 2196; 1648933; 
1325.000000; 2984; 2230023; 
1326.000000; 2725; 2052695; 
1327.000000; 1852; 1394435; 
1328.000000; 2726; 2040466; 
1329.000000; 2280; 1707903; 
1330.000000; 2428; 1808094; 
1331.000000; 2961; 2212861; 
1332.000000; 1877; 1410695; 
1333.000000; 2997; 2252938; 
1334.000000; 2018; 1508680; 
1335.000000; 2402; 1803541; 
1336.000000; 2485; 1868106; 
1337.000000; 1973; 1474926; 
1338.000000; 2366; 1772386; 
1339.000000; 1922; 1434090; 
1340.000000; 2254; 1695068; 
1341.000000; 2318; 1736498; 
1342.000000; 2851; 2131835; 
1343.000000; 2655; 1989108; 
1344.000000; 1859; 1393214; 
1345.000000; 1839; 1364747; 
1346.000000; 1936; 1453736; 
1347.000000; 2958; 2201396; 
1348.000000; 1882; 1414682; 
1349.000000; 2982; 2239397; 
1350.000000; 2202; 1662788; 
1351.000000; 2335; 1758095; 
1352.000000; 1864; 1396724; 
1353.000000; 2458; 1840357; 
1354.000000; 2318; 1741795; 
1355.000000; 2665; 2003727; 
1356.000000; 2976; 2243011; 
1357.000000; 2028; 1517298; 
1358.000000; 2631; 1963378; 
1359.000000; 2210; 1656998; 
1360.000000; 2846; 2124410; 
1361.000000; 2452; 1834795; 
1362.000000; 2269; 1702496; 
1363.000000; 2885; 2150108; 
1364.000000; 2421; 1827989; 
1365.000000; 2405; 1815678; 
1366.000000; 2074; 1561103; 
1367.000000; 2040; 1537171; 
1368.000000; 1885; 1419280; 
1369.000000; 1877; 1409960; 
1370.000000; 1967; 1477893; 
1371.000000; 1966; 1481496; 
1372.000000; 2998; 2243354; 
1373.000000; 1846; 1377939; 
1374.000000; 2144; 1614200; 
1375.000000; 1996; 1499996; 
1376.000000; 2226; 1657365; 
1377.000000; 2225; 1669793; 
1378.000000; 2095; 1569230; 
1379.000000; 2103; 1573461; 
1380.000000; 1812; 1362631; 
1381.000000; 2871; 2172519; 
1382.000000; 2699; 2013143; 
1383.000000; 2692; 2022080; 
1384.000000; 2707; 2036914; 
1385.000000; 1881; 1406414; 
1386.000000; 1989; 1490068; 
1387.000000; 2623; 1967197; 
1388.000000; 2624; 1962844; 
1389.000000; 2090; 1572837; 
1390.000000; 2401; 1800432; 
1391.000000; 2592; 1941309; 
1392.000000; 2118; 1591280; 
1393.000000; 2863; 2133046; 
1394.000000; 2371; 1788443; 
1395.000000; 2661; 1996499; 
1396.000000; 2765; 2077885; 
1397.000000; 2520; 1897032; 
1398.000000; 2525; 1885171; 
1399.000000; 1969; 1461536; 
1400.000000; 2402; 1803173; 
1401.000000; 1899; 1416077; 
1402.000000; 2798; 2095922; 
1403.000000; 2055; 1545629; 
1404.000000; 2332; 1751324; 
1405.000000; 2879; 2162395; 
1406.000000; 2244; 1684089; 
1407.000000; 1983; 1488830; 
1408.000000; 1816; 1365998; 
1409.000000; 2807; 2106029; 
1410.000000; 1945; 1454932; 
1411.000000; 2765; 2075842; 
1412.000000; 2546; 1905313; 
1413.000000; 2865; 2152357; 
1414.000000; 2572; 1912503; 
1415.000000; 2970; 2238910; 
1416.000000; 2200; 1650701; 
1417.000000; 2738; 2060368; 
1418.000000; 2508; 1883217; 
1419.000000; 2013; 1515885; 
1420.000000; 2607; 1948978; 
1421.000000; 2698; 2033945; 
1422.000000; 2953; 2205623; 
1423.000000; 2171; 1621009; 
1424.000000; 2637; 1973517; 
1425.000000; 2354; 1766772; 
1426.000000; 2492; 1869652; 
1427.000000; 2637; 1974197; 
1428.000000; 2279; 1706914; 
1429.000000; 2474; 1860431; 
1430.000000; 1988; 1479120; 
1431.000000; 2401; 1807665; 
1432.000000; 2760; 2064463; 
1433.000000; 1989; 1498237; 
1434.000000; 2931; 2202871; 
